study,within_r_temp
Study7,0.378058492446024
Study7,0.253910918063832
Study7,0.32472945819228
Study7,0.573621078671759
Study7,0.382007757141018
Study7,0.331785248719874
Study7,0.184333592116746
Study7,0.340625043863158
Study7,0.34597591634003
Study8,0.120915243361773
Study8,-0.187687075468617
Study8,0.397556296367704
Study8,0.0299722286486373
Study8,0.000257682382052948
Study8,0.213820108385872
Study8,0.156540511014745
Study8,0.261163496376966
Study8,0.487130467369205
Study8,0.161946808282516
Study8,0.131327332053598
Study8,-0.10933355377273
Study8,0.0675305755831346
Study8,0.273975090853163
Study8,-0.0493235612034447
Study8,0.0900672102906277
Study8,-0.00704342509360926
Study8,0.258006008573902
Study8,0.104556588080506
Study8,0.233460363150274
Study8,-1.6743269011975e-05
Study8,0.388168662047843
Study8,0.283395411486469
Study8,0.162130509909991
Study8,-0.0189131442101889
Study8,0.0231960839824273
