study,nps,pain
Study7,0.761949840317208,4.39129802892372
Study7,3.44268704098702,4.27792849530084
Study7,1.11881110308018,4.55603813246947
Study7,2.98826676311706,3.59062569771214
Study7,1.1601617372567,6.0422418623069
Study7,3.15363063037514,4.94574590429812
Study7,2.82752294693032,5.12642859850958
Study8,1.18602365285338,1.19165317130819
Study8,2.39007995066042,0.836690810853515
Study8,1.41338442202439,4.09377794660728
Study8,3.17036165287797,1.77821820379561
Study8,1.77226242282899,3.00299544234145
Study8,3.45079182924536,3.68220970958283
Study8,3.9618913078579,0.717634642333429
Study8,1.74995643641014,1.31397174399103
Study8,2.54175683097664,3.09153348432552
Study8,0.808374054155276,3.60856790128071
Study8,4.34090219141591,3.63381889735332
Study8,2.01879756189378,3.15867983789754
Study8,0.678358042250585,1.16135980842841
Study8,3.20893967823259,3.06897150712363
Study8,2.79752408317947,3.38968305122896
Study8,2.89492835507074,1.7496163484924
Study8,-0.0869876095988518,1.78529189614015
Study8,4.97951223228898,3.41099966215589
Study8,3.45852433085405,2.49235659090807
Study8,3.11159603154677,0.0711371838511291
Study8,2.07563933732995,2.91911443189362
Study8,4.84070449625638,3.12795337534982
Study8,3.18400018096457,4.40410781499031
Study8,1.94064801741627,1.48715197741741
Study8,3.52530400385731,3.31545442676781
Study8,2.43668725444705,2.33594689867954
