study,nps,pain
scebl,1.74995643636771,1.31397174396545
scebl,2.54175683106515,3.09153348433187
scebl,0.808374054104496,3.60856790131495
scebl,4.34090219134809,3.63381889737065
scebl,2.01879756179094,3.15867983787761
scebl,0.678358042172472,1.1613598084272
scebl,3.2089396782764,3.06897150707748
scebl,2.79752408307948,3.38968305123006
scebl,2.89492835510907,1.74961634850333
scebl,-0.0869876096031647,1.7852918961068
scebl,4.97951223212113,3.41099966213704
scebl,3.45852433083021,2.49235659090082
scebl,3.11159603153774,0.0711371838593618
scebl,2.07563933724666,2.91911443188716
scebl,4.84070449616344,3.12795337534855
scebl,3.1840001810046,4.40410781497977
scebl,1.94064801736712,1.48715197741399
scebl,3.52530400387148,3.31545442676063
scebl,2.43668725445474,2.33594689867774
