temp,bmrk3pain,bmrk4,bmrk5pain_xc,exp,ie,ie2,ilcp,nsf,scebl
46.3,0.374733606893853,0,0,0,0,0,0,0,0
47,0,0.273021886715263,0,0,0.394200095291795,0,0,0,0
47.3,0.630871621129144,0,0,0,0,0,0,0,0
48,0,0.581396077230916,0.120936778984715,0,0.670210534179779,0,0,0,0
48.3,0.70892002897347,0,0,0,0,0,0,0,0
49,0,0,0.678904790431851,0,0,-0.517294014700299,0,0,-0.604708521443735
50,0,0,0,0,0,0,0,0,0.736867835934568
