temp,bmrk3pain,bmrk4,bmrk5pain_xc,exp,ie,ie2,ilcp,scebl
45.3,0.642667041234593,0,0,0,0,0,0,0
46,0,0.629344389114109,0,0,0.789413833584112,0,0,0
46.3,0.63290257180643,0,0,0,0,0,0,0
47,0,0.829252809342712,0.87711860675715,0,0.819189995199362,0,0,0
47.3,0.881619567145277,0,0,0,0,0,0,0
48,0,0.89694076423812,0.834478905960513,0,0.881014273125276,0.792666644832418,0,0.543532358953043
48.3,0.911008751316301,0,0,0,0,0,0,0
49,0,0,0.899920491803406,0,0,0.829111989646815,0,0.626729007973684
50,0,0,0,0,0,0,0,0.808936783934063
