study,nps,pain
bmrk5pain_xc,14.8788855535626,12.0709920075223
bmrk5pain_xc,9.92951720625072,47.0694248550384
bmrk5pain_xc,30.3628933396041,57.9572167371885
bmrk5pain_xc,8.38212962230689,20.7647704121611
bmrk5pain_xc,21.7561058757685,57.9023664002507
bmrk5pain_xc,62.289807257368,33.3059081648645
bmrk5pain_xc,35.7932595364546,39.0181789688137
bmrk5pain_xc,19.8736038072634,35.0415295408243
bmrk5pain_xc,36.4547409472584,38.5832941545212
bmrk5pain_xc,25.0810474501523,50.0274251684689
bmrk5pain_xc,86.161096068834,42.6147939194484
bmrk5pain_xc,37.3967645269541,45.1379094185864
bmrk5pain_xc,35.3039617415909,53.4007208901426
bmrk5pain_xc,55.8817298194753,63.0778874784516
bmrk5pain_xc,20.2929708301271,36.0445071305438
bmrk5pain_xc,21.4284581845985,32.9023664002507
bmrk5pain_xc,34.2896936050734,33.7447108603667
bmrk5pain_xc,22.8147744551524,68.4884814292431
bmrk5pain_xc,20.5283272530512,42.4058029417691
bmrk5pain_xc,23.2521839214663,34.677166588309
bmrk5pain_xc,18.181366294895,44.2955649584705
bmrk5pain_xc,27.3224929592543,38.3286318758815
bmrk5pain_xc,12.571867674259,29.5486600846262
bmrk5pain_xc,29.4516343261274,44.8166431593794
bmrk5pain_xc,24.8667719865491,32.8067700987306
bmrk5pain_xc,-6.39350687358953,99.1416481966552
bmrk5pain_xc,15.9502293387718,21.5170036044507
bmrk5pain_xc,14.8426594656128,57.0904694741084
bmrk5pain_xc,25.9096498191307,34.5609361124171
bmrk5pain_xc,15.0825826932813,50.9363736091522
bmrk5pain_xc,32.123279810833,24.8498145536227
bmrk5pain_xc,38.9243695084106,34.5988089641122
bmrk5pain_xc,15.5061382272487,53.1996029880374
bmrk5pain_xc,27.4482390040685,37.6939351198872
bmrk5pain_xc,11.2130612773557,32.028678890456
bmrk5pain_xc,14.8601525602869,25.2037298229118
bmrk5pain_xc,20.3593163732054,44.605077574048
bmrk5pain_xc,16.8971040238193,61.2051402601473
bmrk5pain_xc,24.5111664887709,53.4152730203506
