bmrk3pain,bmrk4,bmrk5pain_xc,exp,ie,ie2,ilcp,nsf,scebl,mean,se
0.711235222456718,0.490357075550942,0.592531183078844,-0.309845636688393,0.798884839843279,0.601509287021018,0.0864432088959495,0.193409005785253,0.297464659377592,0.431553629416896,0.104554439318634
0.820716552239924,0.539096161587211,0.788561344468308,0.508731019871409,0.833738338784818,0.531140595949378,0.58759711094926,0.576710390538381,0.566756862813906,0.665209942430826,0.0432377518294875
0.788461885657051,0.768653896016735,0.809959549365223,-0.0288255675611502,0.872497160358045,0.718804402220081,0.7697903004861,0.526470567105651,0.667663862634783,0.69128646588683,0.0770967584849854
0.785363980128954,0.829082349778512,0.839698919696298,0.345705127179726,0.896551730768836,0.71498847343883,0.788971113373551,0.419153745944314,0.69095705209917,0.729145839641704,0.056934959091681
0.799669900374951,0.863559761563464,0.836176275990169,0.377478375804831,0.912964123014626,0.743686517114648,0.813275817999581,0.460677932585072,0.767582122553473,0.754796466909117,0.0541199401247599
0.817556159274635,0.894554739804872,0.843237660443616,0.549903441737101,0.924410181881815,0.789765583381417,0.774820191595357,0.518420352677089,0.765545584596231,0.78196339394554,0.0422913375165397
0.816291855743598,0.880852258039313,0.841620349042299,0.551051177785211,0.93351863341525,0.825668469927567,0.769166275364228,0.690161619537926,0.758721691092424,0.800178796367205,0.0331956740762814
0.855293121329063,0.847447274196296,0.851462376682986,0.584251872735934,0.940786363761548,0.838772726874612,0.793170343310293,0.636354926382238,0.74370587840706,0.803361030842527,0.0342565413457461
0.87523336097958,0.850122924154847,0.867225805778331,0.742145238895953,0.947697899010459,0.834066095286248,0.814362788201425,0.59350119501106,0.738349753788619,0.819253858417321,0.0321618390263882
0.870011048344814,0.85113356698301,0.873529271645518,0.734432388605588,0.955546675772964,0.837149636794656,0.840342116393847,0.561437909480587,0.754862367893536,0.821703119771265,0.0351560775146409
0.883306886117512,0.849719526328496,0.883431092487485,0.802334673080897,0.960975999573627,0.868774893628328,0.844062939731591,0.524796159105807,0.754253113367232,0.83038030745994,0.0383601561488836
0.884479778482998,0.876273932501366,0.88974718975428,0.782315145047692,0.965477934308405,0.877648516250233,0.850612803134133,0.650842257924425,0.755695903698589,0.847358126400467,0.0290307796311767
0.882962665219925,0.86660235155815,0.898551510862569,0.843038580633471,0.958951439245302,0.888645957874418,0.857190380554886,0.682549102060596,0.76096654048177,0.85711167789877,0.0255580196215308
0.900449836236378,0.87425006671216,0.887102365162299,0.849836759299468,0.958712388024927,0.88905122914377,0.856850744812244,0.74603915561687,0.769166650711191,0.865120584041767,0.0207041741039529
0.902730160901577,0.88850700716831,0.891179332700781,0.820752603292781,0.958849202809908,0.902129892069555,0.844764339903945,0.727882075474402,0.773143259165335,0.86343829652236,0.0226425681513591
0.919746288392099,0.898126607604506,0.89678190282386,0.813136379604022,0.958640096548061,0.906820352367432,0.861090131823945,0.728644517458248,0.770640447404025,0.868458166279591,0.0234426873925113
0.93421461431897,0.879392817271835,0.899125285172902,0.746220896528415,0.959211287901592,0.907989954932215,0.89232400668517,0.754298478533773,0.783066164101734,0.869984584370642,0.0240817101146433
0.938239401234644,0.887421044673308,0.882234969801782,0.798575022020154,0.959470085983492,0.908592173203896,0.901112572569281,0.773520900650001,0.796314780805018,0.87660265136466,0.0203760877961086
