temp,bmrk3pain,bmrk4,bmrk5pain_xc,exp,ie,ie2,ilcp,nsf,scebl
46.3,0.916095915302589,0,0,0,0,0,0,0,0
47,0,0.86909505492285,0,0,0.968150583916424,0,0,0,0
47.3,0.944123517709179,0,0,0,0,0,0,0,0
48,0,0.918908736595819,0.908657493394088,0,0.971722882205615,0,0,0,0
48.3,0.958967905899406,0,0,0,0,0,0,0,0
49,0,0,0.917332358579262,0,0,0.929528578772285,0,0,0.91261816506011
50,0,0,0,0,0,0,0,0,0.931927792585585
